'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-01577','2018-04-23 22:53:57','107',5,'2018-04-23 23:02:00','105',5,7,1260
'SPB-05488','2018-04-23 22:54:41','1006',10,'2018-04-24 00:10:09','1006',11,75,3830
'SPB-10127','2018-04-23 22:54:53','1206',13,'2018-04-23 23:05:58','1221',5,10,1390
'SPB-02443','2018-04-23 22:55:24','507',1,'2018-04-23 23:21:35','631',1,25,4080
'SPB-10076','2018-04-23 22:55:39','1712',12,'2018-04-23 23:16:25','1620',3,20,2710
'SPB-05019','2018-04-23 22:55:51','584',12,'2018-04-23 23:13:18','584',12,17,2160
'SPB-10916','2018-04-23 22:56:07','338',3,'2018-04-23 23:03:36','345',6,7,830
'SPB-06703','2018-04-23 22:56:09','1403',5,'2018-04-23 23:05:13','1405',3,8,1660
'SPB-13694','2018-04-23 22:57:05','3523',2,'2018-04-23 23:00:31','590',1,3,880
'SPB-10515','2018-04-23 22:57:16','126',20,'2018-04-23 23:02:34','143',7,5,1110
'SPB-06503','2018-04-23 22:57:26','605',1,'2018-04-23 23:12:09','624',7,14,2000
'SPB-11714','2018-04-23 22:57:44','2335',4,'2018-04-23 23:04:41','2339',6,6,870
'SPB-10745','2018-04-23 22:57:56','584',2,'2018-04-23 23:13:37','3510',9,15,2710
'SPB-11025','2018-04-23 22:58:30','1714',7,'2018-04-23 23:13:15','1637',1,13,2750
'SPB-01853','2018-04-23 22:58:53','500',7,'2018-04-23 23:06:42','3523',9,7,1230
'SPB-11897','2018-04-23 22:59:07','250',1,'2018-04-23 23:07:39','2050',4,8,480
'SPB-03254','2018-04-23 23:00:05','505',1,'2018-04-23 23:05:19','573',8,4,1160
'SPB-00576','2018-04-23 23:00:05','1271',11,'2018-04-23 23:17:01','1218',2,16,2380
'SPB-00656','2018-04-23 23:00:16','301',11,'2018-04-23 23:42:55','375',2,42,6050
'SPB-10024','2018-04-23 23:00:24','388',10,'2018-04-23 23:32:44','304',1,31,3650
'SPB-10341','2018-04-23 23:00:52','2335',8,'2018-04-23 23:06:06','2339',1,5,920
'SPB-09852','2018-04-23 23:01:03','916',5,'2018-04-23 23:09:50','901',5,8,35760
'SPB-07700','2018-04-23 23:01:05','712',13,'2018-04-23 23:09:23','737',4,7,1280
'SPB-09321','2018-04-23 23:01:39','262',10,'2018-04-23 23:15:45','1906',18,12,24880
'SPB-07847','2018-04-23 23:01:40','623',11,'2018-04-23 23:11:31','624',6,9,1330
'SPB-02751','2018-04-23 23:01:56','140',13,'2018-04-23 23:26:16','173',6,23,3270
'SPB-02256','2018-04-23 23:01:56','1940',10,'2018-04-23 23:44:27','1964',5,42,11980
'SPB-02528','2018-04-23 23:01:57','1440',6,'2018-04-23 23:12:48','1457',1,10,1470
'SPB-12930','2018-04-23 23:02:01','1038',9,'2018-04-23 23:04:26','1021',11,2,640
'SPB-07762','2018-04-23 23:02:07','1440',3,'2018-04-23 23:24:10','626',5,21,4200
'SPB-09159','2018-04-23 23:02:17','1278',2,'2018-04-23 23:26:10','1212',5,23,2170
'SPB-06266','2018-04-23 23:02:17','1985',5,'2018-04-23 23:27:10','2107',10,24,6330
'SPB-02488','2018-04-23 23:02:35','622',6,'2018-04-23 23:39:53','509',17,36,6590
'SPB-06064','2018-04-23 23:02:38','1946',10,'2018-04-23 23:10:36','1925',16,7,1440
'SPB-05275','2018-04-23 23:02:41','1911',8,'2018-04-23 23:32:50','253',10,29,4450
'SPB-11079','2018-04-23 23:02:48','245',2,'2018-04-23 23:24:31','151',9,20,3620
'SPB-09050','2018-04-23 23:03:05','1911',10,'2018-04-23 23:33:51','253',5,29,3280
'SPB-11243','2018-04-23 23:03:24','3513',10,'2018-04-23 23:06:20','3514',4,2,520
'SPB-10325','2018-04-23 23:03:48','301',14,'2018-04-23 23:31:41','919',5,27,5600
'SPB-14487','2018-04-23 23:03:50','106',3,'2018-04-23 23:09:46','101',2,5,810
'SPB-12154','2018-04-23 23:04:37','559',2,'2018-04-23 23:12:41','557',9,7,1580
'SPB-04981','2018-04-23 23:04:41','3508',7,'2018-04-24 00:26:28','3508',2,81,20310
'SPB-03410','2018-04-23 23:04:44','222',12,'2018-04-23 23:11:58','207',23,6,1310
'SPB-03696','2018-04-23 23:05:15','1960',1,'2018-04-23 23:23:57','1965',14,18,3390
'SPB-10859','2018-04-23 23:05:38','338',11,'2018-04-23 23:40:55','624',9,33,5920
'SPB-07757','2018-04-23 23:05:50','1316',4,'2018-04-23 23:10:24','1314',2,4,930
'SPB-08797','2018-04-23 23:06:06','122',8,'2018-04-23 23:26:05','111',1,19,1740
'SPB-05909','2018-04-23 23:06:23','551',4,'2018-04-23 23:33:27','553',3,26,5560
'SPB-06703','2018-04-23 23:06:34','1405',3,'2018-04-23 23:13:26','1436',7,6,1320
'SPB-05924','2018-04-23 23:07:01','1416',9,'2018-04-23 23:15:59','1440',7,8,1390
'SPB-11585','2018-04-23 23:07:02','114',12,'2018-04-23 23:17:17','155',10,9,1740
'SPB-02934','2018-04-23 23:07:02','388',9,'2018-04-23 23:17:42','1303',10,10,1610
'SPB-09303','2018-04-23 23:07:15','167',3,'2018-04-23 23:25:47','932',5,17,3450
'SPB-11886','2018-04-23 23:07:24','733',7,'2018-04-23 23:27:05','713',5,19,2550
'SPB-09748','2018-04-23 23:07:28','609',13,'2018-04-23 23:44:54','609',11,36,65150
'SPB-12464','2018-04-23 23:07:56','201',2,'2018-04-23 23:30:33','2009',1,21,4330
'SPB-05455','2018-04-23 23:07:58','179',3,'2018-04-23 23:17:36','175',1,9,2050
'SPB-10771','2018-04-23 23:08:08','948',1,'2018-04-23 23:16:17','164',1,7,970
'SPB-08999','2018-04-23 23:08:11','1201',4,'2018-04-23 23:37:46','2344',2,26,4260
'SPB-10237','2018-04-23 23:08:22','933',6,'2018-04-23 23:20:30','931',1,11,1340
'SPB-10594','2018-04-23 23:08:42','2279',1,'2018-04-23 23:42:58','2279',1,31,1590
'SPB-12373','2018-04-23 23:08:59','1961',5,'2018-04-23 23:24:26','703',4,14,2810
'SPB-07547','2018-04-23 23:09:05','2207',7,'2018-04-23 23:38:20','2252',2,27,3430
'SPB-00942','2018-04-23 23:09:39','3506',5,'2018-04-23 23:13:09','585',8,3,600
'SPB-11650','2018-04-23 23:09:48','829',6,'2018-04-24 00:42:27','1654',7,88,25160
'SPB-10519','2018-04-23 23:09:53','315',3,'2018-04-23 23:33:47','568',1,22,1290
'SPB-10545','2018-04-23 23:10:11','500',5,'2018-04-24 00:39:29','503',4,82,1600
'SPB-01049','2018-04-23 23:10:22','1437',1,'2018-04-23 23:46:41','1437',1,35,2200
'SPB-12876','2018-04-23 23:10:32','202',9,'2018-04-23 23:30:00','257',8,18,2240
'SPB-07431','2018-04-23 23:10:42','182',5,'2018-04-23 23:22:01','151',1,10,1140
'SPB-05194','2018-04-23 23:10:43','111',7,'2018-04-24 00:05:09','524',7,54,14370
'SPB-09875','2018-04-23 23:10:46','544',17,'2018-04-24 00:00:07','573',4,44,1790
'SPB-11778','2018-04-23 23:11:22','525',19,'2018-04-23 23:47:13','837',3,33,5510
'SPB-07943','2018-04-23 23:11:44','590',2,'2018-04-23 23:17:35','505',10,5,970
'SPB-12791','2018-04-23 23:11:46','165',7,'2018-04-23 23:18:38','155',15,6,990
'SPB-12823','2018-04-23 23:11:47','243',1,'2018-04-23 23:22:06','268',5,10,1220
'SPB-09342','2018-04-23 23:11:51','2373',15,'2018-04-23 23:34:40','2242',4,22,59280
'SPB-07869','2018-04-23 23:11:58','276',3,'2018-04-23 23:30:31','2016',1,17,3180
'SPB-11181','2018-04-23 23:12:00','1403',7,'2018-04-23 23:24:02','634',5,11,52410
'SPB-07461','2018-04-23 23:12:00','141',20,'2018-04-23 23:29:18','191',9,16,3220
'SPB-02362','2018-04-23 23:12:10','2141',11,'2018-04-23 23:26:24','2109',7,13,2760
'SPB-07504','2018-04-23 23:12:18','1673',5,'2018-04-23 23:34:11','1681',12,21,2910
'SPB-12524','2018-04-23 23:12:31','540',3,'2018-04-23 23:30:12','593',1,17,3860
'SPB-08960','2018-04-23 23:12:36','2293',2,'2018-04-23 23:46:12','2335',4,33,1040
'SPB-00762','2018-04-23 23:12:41','2373',4,'2018-04-23 23:28:58','2325',2,15,1530
'SPB-12935','2018-04-23 23:13:21','2373',3,'2018-04-23 23:30:56','2370',6,16,1940
'SPB-05971','2018-04-23 23:13:21','1611',5,'2018-04-24 00:06:19','1716',9,52,7360
'SPB-02649','2018-04-23 23:13:53','567',5,'2018-04-23 23:17:49','514',2,3,620
'SPB-11491','2018-04-23 23:14:07','344',1,'2018-04-23 23:22:15','388',10,7,1350
'SPB-12776','2018-04-23 23:14:11','1448',2,'2018-04-23 23:42:13','609',6,26,4810
'SPB-10065','2018-04-23 23:14:24','2211',8,'2018-04-23 23:21:06','2298',7,6,470
'SPB-11601','2018-04-23 23:14:57','540',8,'2018-04-23 23:24:53','516',6,9,1630
'SPB-13067','2018-04-23 23:15:33','112',1,'2018-04-23 23:59:30','401',4,41,9870
'SPB-04756','2018-04-23 23:16:16','905',5,'2018-04-23 23:23:53','941',4,7,1610
'SPB-13235','2018-04-23 23:16:27','240',5,'2018-04-23 23:32:52','1901',3,16,2660
'SPB-10775','2018-04-23 23:16:37','2102',8,'2018-04-24 01:10:00','2102',8,102,10960
'SPB-10825','2018-04-23 23:16:58','525',9,'2018-04-23 23:31:06','614',3,14,2790
'SPB-05428','2018-04-23 23:17:18','409',25,'2018-04-23 23:24:45','401',2,7,1370
'SPB-12634','2018-04-23 23:17:25','1528',10,'2018-04-23 23:26:44','1313',1,8,2030
'SPB-08056','2018-04-23 23:17:26','2289',6,'2018-04-23 23:59:16','2119',8,40,4190
'SPB-10728','2018-04-23 23:17:31','203',1,'2018-04-23 23:32:48','245',9,13,2370
'SPB-05510','2018-04-23 23:17:46','1015',2,'2018-04-23 23:22:47','1014',12,4,590
'SPB-05146','2018-04-23 23:17:48','3513',4,'2018-04-23 23:36:24','1355',1,18,3440
'SPB-13129','2018-04-23 23:17:48','2369',9,'2018-04-24 00:55:06','2171',12,88,3300
'SPB-08243','2018-04-23 23:17:52','2102',7,'2018-04-24 01:10:19','2102',7,107,13410
'SPB-07513','2018-04-23 23:18:18','1125',4,'2018-04-23 23:21:28','1124',8,2,610
'SPB-01113','2018-04-23 23:18:38','1438',1,'2018-04-23 23:33:15','1441',7,13,1860
'SPB-02905','2018-04-23 23:18:54','328',1,'2018-04-23 23:22:25','326',15,3,740
'SPB-12746','2018-04-23 23:18:58','1286',7,'2018-04-23 23:26:20','1286',8,7,500
'SPB-04775','2018-04-23 23:19:47','1014',3,'2018-04-23 23:25:26','1004',2,5,1570
'SPB-05007','2018-04-23 23:20:12','933',9,'2018-04-23 23:42:04','930',3,21,2020
'SPB-12592','2018-04-23 23:20:14','1239',7,'2018-04-23 23:42:12','2344',3,20,2990
'SPB-09723','2018-04-23 23:20:25','546',1,'2018-04-23 23:27:51','3504',7,7,1480
'SPB-11170','2018-04-23 23:20:29','408',18,'2018-04-23 23:43:50','131',4,22,3010
'SPB-04656','2018-04-23 23:20:46','561',1,'2018-04-23 23:24:24','582',9,3,560
'SPB-10681','2018-04-23 23:20:53','1655',10,'2018-04-23 23:24:18','1608',9,3,620
'SPB-06080','2018-04-23 23:20:57','329',1,'2018-04-23 23:26:21','339',1,5,1170
'SPB-06131','2018-04-23 23:21:32','539',1,'2018-04-23 23:29:57','643',2,8,1270
'SPB-05479','2018-04-23 23:21:33','199',19,'2018-04-23 23:38:24','914',3,16,3610
'SPB-01514','2018-04-23 23:21:35','1140',12,'2018-04-23 23:47:15','1119',4,25,2980
'SPB-10538','2018-04-23 23:21:47','377',1,'2018-04-23 23:38:33','309',4,16,2840
'SPB-13174','2018-04-23 23:22:05','2007',2,'2018-04-23 23:31:49','257',7,9,1130
'SPB-10516','2018-04-23 23:22:11','163',2,'2018-04-24 01:20:56','188',1,116,1880
'SPB-12901','2018-04-23 23:22:25','539',4,'2018-04-23 23:30:06','643',1,7,1260
'SPB-08639','2018-04-23 23:22:28','1663',16,'2018-04-23 23:35:18','1408',8,12,2440
'SPB-06245','2018-04-23 23:22:30','408',19,'2018-04-23 23:56:58','907',2,34,5200
'SPB-12698','2018-04-23 23:22:44','1222',9,'2018-04-23 23:28:57','1221',8,5,1100
'SPB-12040','2018-04-23 23:22:55','1653',3,'2018-04-23 23:38:25','1670',15,15,1650
'SPB-06312','2018-04-23 23:23:03','311',14,'2018-04-23 23:30:42','329',6,7,1330
'SPB-12114','2018-04-23 23:23:30','311',6,'2018-04-23 23:30:44','329',3,6,46110
'SPB-09950','2018-04-23 23:23:36','1677',1,'2018-04-23 23:42:16','1436',15,17,2770
'SPB-06617','2018-04-23 23:23:48','1354',10,'2018-04-23 23:35:38','614',19,11,1910
'SPB-08625','2018-04-23 23:24:07','1653',6,'2018-04-23 23:34:10','1670',9,9,1870
'SPB-10195','2018-04-23 23:24:31','831',11,'2018-04-23 23:33:54','816',6,8,1900
'SPB-08850','2018-04-23 23:24:53','610',8,'2018-04-23 23:37:01','625',9,11,1260
'SPB-10237','2018-04-23 23:25:16','931',1,'2018-04-23 23:41:07','923',4,15,2420
'SPB-02784','2018-04-23 23:25:16','1501',6,'2018-04-24 00:08:58','1514',9,43,1960
'SPB-09449','2018-04-23 23:26:11','609',19,'2018-04-23 23:34:46','615',3,8,1680
'SPB-11601','2018-04-23 23:26:11','516',6,'2018-04-23 23:38:47','512',4,12,2480
'SPB-12430','2018-04-23 23:26:28','1153',5,'2018-04-23 23:38:03','1125',1,11,780
'SPB-08637','2018-04-23 23:26:53','374',4,'2018-04-23 23:30:18','383',1,3,650
'SPB-10866','2018-04-23 23:26:58','1904',6,'2018-04-23 23:45:46','262',10,17,3930
'SPB-11533','2018-04-23 23:26:59','305',12,'2018-04-23 23:34:36','314',1,7,480
'SPB-10413','2018-04-23 23:27:08','1506',14,'2018-04-23 23:35:15','1506',14,8,780
'SPB-02625','2018-04-23 23:27:11','1611',8,'2018-04-23 23:33:20','1655',3,5,730
'SPB-07523','2018-04-23 23:27:22','342',9,'2018-04-23 23:34:28','1343',5,6,1040
'SPB-08861','2018-04-23 23:28:18','2222',5,'2018-04-23 23:32:04','2281',7,3,610
'SPB-07940','2018-04-23 23:28:37','2139',1,'2018-04-23 23:59:46','1901',1,30,10110
'SPB-09487','2018-04-23 23:28:41','1209',18,'2018-04-23 23:39:41','1269',2,10,1920
'SPB-02470','2018-04-23 23:29:12','950',3,'2018-04-23 23:53:29','905',5,23,4930
'SPB-09616','2018-04-23 23:29:19','1256',5,'2018-04-23 23:32:04','1265',7,2,740
'SPB-06088','2018-04-23 23:29:30','109',1,'2018-04-24 01:02:35','351',8,92,10560
'SPB-15864','2018-04-23 23:30:10','344',7,'2018-04-23 23:37:43','344',7,7,570
'SPB-11261','2018-04-23 23:31:00','3513',5,'2018-04-23 23:34:22','557',6,3,500
'SPB-01889','2018-04-23 23:31:20','243',6,'2018-04-23 23:39:07','240',2,7,1410
'SPB-03969','2018-04-23 23:31:30','1126',1,'2018-04-23 23:39:01','1127',9,7,1160
'SPB-12914','2018-04-23 23:31:40','2342',6,'2018-04-23 23:45:01','1221',1,13,2380
'SPB-08842','2018-04-23 23:32:00','1036',6,'2018-04-23 23:40:00','1006',12,7,1220
'SPB-10240','2018-04-23 23:32:10','328',5,'2018-04-23 23:36:23','331',1,3,490
'SPB-11604','2018-04-23 23:32:37','2219',17,'2018-04-23 23:57:06','2222',1,23,4400
'SPB-07692','2018-04-23 23:33:38','631',12,'2018-04-23 23:41:41','579',5,7,1170
'SPB-09180','2018-04-23 23:33:41','1721',7,'2018-04-23 23:55:17','1640',9,20,4340
'SPB-10024','2018-04-23 23:33:43','304',1,'2018-04-24 00:03:47','356',8,29,5250
'SPB-08053','2018-04-23 23:33:58','1516',9,'2018-04-23 23:46:26','1538',5,11,2320
'SPB-11544','2018-04-23 23:34:15','1205',2,'2018-04-23 23:40:43','1249',10,6,870
'SPB-11259','2018-04-23 23:34:31','2274',6,'2018-04-23 23:39:20','2244',6,4,970
'SPB-07611','2018-04-23 23:34:35','1206',14,'2018-04-24 00:06:55','1260',3,30,4630
'SPB-09559','2018-04-23 23:34:50','1020',6,'2018-04-23 23:48:48','1001',6,13,1990
'SPB-09900','2018-04-23 23:35:47','2141',2,'2018-04-23 23:48:41','2164',6,12,2770
'SPB-12225','2018-04-23 23:35:57','1835',1,'2018-04-24 00:22:46','704',8,44,5390
'SPB-04302','2018-04-23 23:36:02','604',15,'2018-04-23 23:52:57','643',9,16,3150
'SPB-12936','2018-04-23 23:36:20','194',2,'2018-04-23 23:59:08','933',3,22,4600
'SPB-10530','2018-04-23 23:36:31','1132',5,'2018-04-23 23:43:35','700',15,6,1000
'SPB-05855','2018-04-23 23:36:35','1669',1,'2018-04-24 00:08:34','1408',10,31,4240
'SPB-09323','2018-04-23 23:36:46','416',10,'2018-04-23 23:50:30','915',1,13,2020
'SPB-03564','2018-04-23 23:37:13','742',4,'2018-04-24 00:32:58','746',10,55,3160
'SPB-09550','2018-04-23 23:37:18','742',7,'2018-04-24 00:35:28','1136',3,53,3160
'SPB-11534','2018-04-23 23:37:25','1637',5,'2018-04-23 23:48:00','1625',10,9,1790
'SPB-09388','2018-04-23 23:37:46','2309',2,'2018-04-23 23:42:56','2312',5,4,680
'SPB-10459','2018-04-23 23:38:06','140',1,'2018-04-24 00:11:56','121',2,32,2640
'SPB-09246','2018-04-23 23:39:04','2139',5,'2018-04-24 00:11:12','279',10,30,7910
'SPB-07812','2018-04-23 23:39:12','922',1,'2018-04-23 23:47:27','926',1,7,770
'SPB-05813','2018-04-23 23:39:19','1541',4,'2018-04-23 23:50:07','1506',16,10,1900
'SPB-08493','2018-04-23 23:39:20','264',1,'2018-04-23 23:53:43','228',3,13,2370
'SPB-03084','2018-04-23 23:39:23','411',8,'2018-04-23 23:58:10','914',2,18,3460
'SPB-10417','2018-04-23 23:39:48','551',6,'2018-04-23 23:46:00','576',3,5,1080
'SPB-08948','2018-04-23 23:40:11','906',8,'2018-04-23 23:45:40','932',4,5,870
'SPB-08481','2018-04-23 23:40:27','1321',12,'2018-04-23 23:59:49','1328',4,19,1400
'SPB-08583','2018-04-23 23:40:50','1804',1,'2018-04-23 23:46:12','1824',15,4,550
'SPB-09653','2018-04-23 23:40:55','418',5,'2018-04-24 00:07:47','907',10,25,3630
'SPB-08293','2018-04-23 23:41:16','113',4,'2018-04-24 00:03:30','182',5,21,2810
'SPB-10325','2018-04-23 23:42:20','919',5,'2018-04-24 00:33:30','919',2,50,5650
'SPB-11539','2018-04-23 23:42:34','589',6,'2018-04-23 23:53:36','3504',2,10,2040
'SPB-01796','2018-04-23 23:42:36','1709',11,'2018-04-23 23:55:03','1540',10,12,11220
'SPB-11339','2018-04-23 23:43:50','141',4,'2018-04-23 23:55:06','103',12,10,2730
'SPB-00571','2018-04-23 23:44:13','415',10,'2018-04-24 00:00:46','415',9,16,800
'SPB-06232','2018-04-23 23:44:24','1616',1,'2018-04-24 00:01:15','1359',7,16,3150
'SPB-12127','2018-04-23 23:44:52','370',3,'2018-04-23 23:55:21','316',9,9,1400
'SPB-02256','2018-04-23 23:44:59','1964',5,'2018-04-24 00:21:50','1941',8,36,9660
'SPB-00843','2018-04-23 23:45:01','723',15,'2018-04-23 23:53:11','702',2,7,1400
'SPB-05275','2018-04-23 23:45:04','253',10,'2018-04-24 00:04:33','242',13,19,1790
'SPB-05409','2018-04-23 23:45:39','2306',1,'2018-04-23 23:52:37','2308',12,6,790
'SPB-06356','2018-04-23 23:45:39','1129',5,'2018-04-24 00:03:40','1158',9,17,2730
'SPB-02112','2018-04-23 23:46:23','305',15,'2018-04-23 23:49:14','303',2,2,460
'SPB-08429','2018-04-23 23:46:28','607',6,'2018-04-24 00:10:23','1449',15,23,2750
'SPB-04752','2018-04-23 23:46:42','816',10,'2018-04-23 23:52:49','805',8,5,1460
'SPB-07304','2018-04-23 23:46:43','1139',5,'2018-04-23 23:58:27','1119',6,10,1990
'SPB-05563','2018-04-23 23:46:45','2219',8,'2018-04-23 23:56:29','2277',2,9,1830
'SPB-05231','2018-04-23 23:47:09','1011',5,'2018-04-24 00:15:24','1011',1,27,2640
'SPB-01732','2018-04-23 23:48:03','3523',7,'2018-04-24 00:16:58','1048',4,28,7080
'SPB-12300','2018-04-23 23:48:46','943',5,'2018-04-24 00:09:23','427',4,19,4410
'SPB-05377','2018-04-23 23:48:53','746',8,'2018-04-23 23:58:26','726',6,9,1880
'SPB-09241','2018-04-23 23:49:09','1616',2,'2018-04-23 23:55:22','1608',7,6,1080
'SPB-05304','2018-04-23 23:49:24','1126',7,'2018-04-23 23:55:39','1129',5,5,950
'SPB-09605','2018-04-23 23:49:38','815',3,'2018-04-24 00:31:20','815',4,41,6360
'SPB-11135','2018-04-23 23:50:04','551',5,'2018-04-24 00:24:20','3507',3,32,2740
'SPB-01195','2018-04-23 23:50:11','1911',7,'2018-04-24 00:11:28','263',6,20,5570
'SPB-02082','2018-04-23 23:50:36','2297',3,'2018-04-24 00:57:33','2314',1,66,12000
'SPB-08788','2018-04-23 23:50:48','2297',8,'2018-04-24 00:55:40','2314',7,59,11320
'SPB-04202','2018-04-23 23:51:11','710',6,'2018-04-24 00:01:08','1940',3,9,1710
'SPB-08587','2018-04-23 23:51:29','1131',4,'2018-04-24 00:06:56','1166',10,15,3100
'SPB-03296','2018-04-23 23:51:54','1050',11,'2018-04-24 00:40:14','560',8,48,8450
'SPB-11576','2018-04-23 23:52:01','1418',10,'2018-04-23 23:57:36','1438',5,5,1560
'SPB-12467','2018-04-23 23:52:01','1656',3,'2018-04-24 00:16:09','1637',3,23,4830
'SPB-10398','2018-04-23 23:52:35','916',3,'2018-04-24 00:08:47','912',8,15,2140
'SPB-08518','2018-04-23 23:52:56','1666',3,'2018-04-24 00:01:25','1619',1,8,1220
'SPB-12824','2018-04-23 23:52:59','207',7,'2018-04-23 23:57:13','221',10,4,790
'SPB-03595','2018-04-23 23:53:01','1616',5,'2018-04-24 00:09:09','1619',7,15,2200
'SPB-12856','2018-04-23 23:53:45','502',14,'2018-04-24 00:00:57','593',1,6,820
'SPB-08337','2018-04-23 23:54:02','605',3,'2018-04-23 23:59:32','378',9,5,1070
'SPB-12778','2018-04-23 23:54:02','1123',11,'2018-04-24 00:32:00','744',7,34,4560
'SPB-10540','2018-04-23 23:54:11','2007',7,'2018-04-24 00:00:01','2058',3,5,730
'SPB-11690','2018-04-23 23:54:17','364',1,'2018-04-24 00:19:32','316',10,23,3500
'SPB-11133','2018-04-23 23:54:21','2139',2,'2018-04-24 00:03:52','2140',11,9,1390
'SPB-03375','2018-04-23 23:55:07','2297',10,'2018-04-24 00:18:32','2222',7,23,3600
'SPB-10277','2018-04-23 23:55:58','2303',7,'2018-04-24 00:04:12','2385',2,8,2070
'SPB-09159','2018-04-23 23:56:18','1212',5,'2018-04-24 00:23:20','1251',1,26,4340
'SPB-12826','2018-04-23 23:56:23','803',2,'2018-04-24 00:30:28','249',3,32,8410
'SPB-10446','2018-04-23 23:56:36','2032',3,'2018-04-24 00:05:28','2222',10,8,930
'SPB-03381','2018-04-23 23:56:39','816',9,'2018-04-24 00:08:27','829',4,11,1110
'SPB-08979','2018-04-23 23:57:12','346',1,'2018-04-24 00:05:50','364',1,7,970
'SPB-08434','2018-04-23 23:57:47','2103',8,'2018-04-24 00:20:39','2145',3,20,2120
'SPB-09982','2018-04-23 23:57:48','521',14,'2018-04-24 00:01:16','520',9,3,280
'SPB-00777','2018-04-23 23:57:49','549',9,'2018-04-24 00:09:33','591',5,11,2330
'SPB-06205','2018-04-23 23:57:55','126',17,'2018-04-24 00:02:48','126',17,4,740
'SPB-06617','2018-04-23 23:58:03','614',19,'2018-04-24 00:29:18','614',19,30,8180
'SPB-11354','2018-04-23 23:58:10','2102',3,'2018-04-24 00:06:50','2173',4,8,840
'SPB-09121','2018-04-23 23:58:13','1228',4,'2018-04-24 00:21:40','1022',1,21,4450
'SPB-07540','2018-04-23 23:58:39','706',1,'2018-04-24 00:06:36','736',1,7,1610
'SPB-05311','2018-04-23 23:58:54','906',9,'2018-04-24 00:04:21','932',6,5,910
'SPB-12693','2018-04-23 23:59:00','551',7,'2018-04-24 00:03:04','542',10,4,720
'SPB-12584','2018-04-23 23:59:11','184',9,'2018-04-24 00:31:09','267',5,31,4100
'SPB-04850','2018-04-23 23:59:34','1222',5,'2018-04-24 00:10:44','1231',1,10,1460
'SPB-09446','2018-04-23 23:59:45','934',7,'2018-04-24 00:15:00','906',1,14,2850
